Category Name	Item Name	UoM																					
DESSERTS	TENDER COCO PUDDING 50	NOS																					
DESSERTS	TENDER COCONUT PUDDING	NOS																					
DESSERTS	UMALI	NOS																					
DESSERTS	ZTENDER COCONUT PUDDING	NOS																					
DIET MENU	DIABETIC AFTER NOON	NOS																					
DIET MENU	DIABETIC BED TEA	NOS																					
DIET MENU	DIABETIC BREAK FAST	NOS																					
DIET MENU	DIABETIC DINNER	NOS																					
DIET MENU	DIABETIC LUNCH	NOS																					
DIET MENU	DIABETIC MID MORNING	NOS																					
DIET MENU	HEPATIC AFTERNOON	NOS																					
DIET MENU	HEPATIC BED TEA	NOS																					
DIET MENU	HEPATIC BREAKFAST	NOS																					
DIET MENU	HEPATIC DINNER	NOS																					
DIET MENU	HEPATIC LUNCH	NOS																					
DIET MENU	HEPATIC MIDMORNING	NOS																					
DIET MENU	HPD AFTER NOON	NOS																					
DIET MENU	HPD BED TEA	NOS																					
DIET MENU	HPD BREAK FAST	NOS																					
DIET MENU	HPD DINNER	NOS																					
DIET MENU	HPD LUNCH	NOS																					
DIET MENU	HPD MID MORNING	NOS																					
DIET MENU	LF LC AFTERNOON	NOS																					
DIET MENU	LF LC BED TEA	NOS																					
DIET MENU	LF LC BREAKFAST	NOS																					
DIET MENU	LF LC DINNER	NOS																					
DIET MENU	LF LC LUNCH	NOS																					
DIET MENU	LF LC MID MORNING	NOS																					
DIET MENU	REGULAR AFTERNOON	NOS																					
DIET MENU	REGULAR BED TEA	NOS																					
DIET MENU	REGULAR BREAKFAST	NOS																					
DIET MENU	REGULAR DINNER	NOS																					
DIET MENU	REGULAR LUNCH	NOS																					
DIET MENU	RENALD AFTERNOON	NOS																					
DIET MENU	RENALD BED TEA	NOS																					
DIET MENU	RENALD BREAKFAST	NOS																					
DIET MENU	RENALD DINNER	NOS																					
DIET MENU	RENALD LUNCH	NOS																					
DIET MENU	RENALD MIDMONRING	NOS																					
DIET MENU	SOFTD AFTERNOON	NOS																					
DIET MENU	SOFTD BED TEA	NOS																					
DIET MENU	SOFTD BREAKFAST	NOS																					
DIET MENU	SOFTD DINNER	NOS																					
DIET MENU	SOFTD LUNCH	NOS																					
DIET MENU	SOFTD MIDMORNING	NOS																					
DISPOSABLE ITEMS	ALUMINIUM CONTAINER 250ML	NOS																					
DISPOSABLE ITEMS	ALUMINIUM CONTAINER 450ML	NOS																					
DISPOSABLE ITEMS	BUTTER PAPER	NOS																					
DISPOSABLE ITEMS	CAKE BOX	NOS																					
DISPOSABLE ITEMS	CARRY BAG CLOTH	NOS																					
DISPOSABLE ITEMS	DISPOSABLE SPOON WOODEN	NOS																					
DISPOSABLE ITEMS	PAPER COVER BROWN 14X8	NOS																					
DISPOSABLE ITEMS	PAPER CUP 150ML	NOS																					
DISPOSABLE ITEMS	PAPER CUP 210 ML	NOS																					
DISPOSABLE ITEMS	PAPER CUP 210ML LID	NOS																					
DISPOSABLE ITEMS	PAPER NAPKIN	NOS																					
DISPOSABLE ITEMS	PAPER ROLL	NOS																					
DISPOSABLE ITEMS	PLASTIC 750ML CONTAINER (4CP)	NOS																					
DISPOSABLE ITEMS	PLASTIC GLASS 300 ML	NOS																					
DISPOSABLE ITEMS	SNACKS BOX	NOS																					
DISPOSABLE ITEMS	STIRROR STICK WOODEN	NOS																					
DISPOSABLE ITEMS	THERMAL PAPER 80MM	NOS																					
DRY FRUITS	DATES RS 220	NOS																					
DRY FRUITS	DELI NUTS PEPPY PEPPERS MRP 145	NOS																					
DRY FRUITS	DELINUT ALMOND RS 330	NOS																					
DRY FRUITS	DELINUT CASHEW RS 350	NOS																					
DRY FRUITS	DELINUT DRY ROASTD ALMONDS MRP 130	NOS																					
DRY FRUITS	DELINUT DRY ROASTED CASHEW SIMPLY SALTY	NOS																					
DRY FRUITS	DELINUT PEPPER ONION 80 GM	NOS																					
DRY FRUITS	DELINUTS HEAVENLY HONEY	NOS																					
DRY FRUITS	DELINUTS SIZZILING CHILLY	NOS																					
DRY FRUITS	DELINUTS TANGY CHILLY GARLIC	NOS																					
DRY FRUITS	DELIS CASHEWS ROASTED & SALTED	NOS																					
DRY FRUITS	NUTTY FRESH	NOS																					
DRY FRUITS	ROSTAA ALMONDS	NOS																					
DRY FRUITS	ROSTAA BERRY LICIOUS	NOS																					
DRY FRUITS	SALTED DELI NUT DRY ROASTED ALMONDS	NOS																					
DRY FRUITS	SIZZLING CHILLI DELI NUT DRY ROASTED CAS	NOS																					
DRY NUTS	CASHEW NUT PEPPER	NOS																					
DRY NUTS	DAILY NUT CASHEW (145)	NOS																					
DRY NUTS	DELI NUTS	NOS																					
DUCK	DUCK BOILED EGG	NOS																					
DUCK	DUCK EGG OMLETTE	NOS																					
DUCK	DUCK EGG ROAST	NOS																					
DUCK	DUCK MASALA OMLETTE	NOS																					
DUCK	DUCK ROAST	NOS																					
DUCK	DUCK ROAST @165	NOS																					
DUCK	ZZDUCK EGG ROAST	NOS																					
EGGS	MASALA OMELETE	NOS																					
EGGS	BOILED EGG	NOS																					
EGGS	EGG BHURJI	NOS																					
EGGS	EGG CURRY	NOS																					
EGGS	EGG ROAST	NOS																					
EGGS	EGG SPRING ROLL	NOS																					
EGGS	EGG WHITE	NOS																					
EGGS	EGG WHITE OMLETTE	NOS																					
EGGS	OMLETTE PLAIN	NOS																					
EGGS	SCRAMBLED EGG	NOS																					
EGGS	SPANISH OMLETTE	NOS																					
FEED PRODUCTS	ARROWROOT POWDER	NOS																					
FEED PRODUCTS	ENSURE DIABETES CARE	NOS																					
FEED PRODUCTS	HEALTH MIX POWDER	NOS																					
FEED PRODUCTS	HINEX HP 400GM	NOS																					
FEED PRODUCTS	HORLICKS PROTEIN POWDER VANILA	NOS																					
FEED PRODUCTS	NEPRO HP	NOS																					
FEED PRODUCTS	NEPRO LP	NOS																					
FEED PRODUCTS	OATS	NOS																					
FEED PRODUCTS	PORRIDGE	NOS																					
FEEDS	ALBUZEST 140	NOS																					
FEEDS	ARROW ROOT 100ML	NOS																					
FEEDS	ARROW ROOT EGG WHITE 100ML	NOS																					
FEEDS	BARLEY WATER	NOS																					
FEEDS	CHICKEN CLEAR SOUP 100ML	NOS																					
FEEDS	COPEWEL HPC	NOS																					
FEEDS	CURD 100ML	NOS																					
FEEDS	ENSSURE PLUS VANILA	NOS																					
FEEDS	ENSURE DIABETIC VANILA	NOS																					
FEEDS	FRESUBIN HEPA	NOS																					
FEEDS	HEALTH MIX	NOS																					
FEEDS	HEALTHMIX + EGG WHITE	NOS																					
FEEDS	HINEX	NOS																					
FEEDS	HORLICKS PROTEIN PLUS	NOS																					
FEEDS	KANJI + GREEN GRAM 100ML	NOS																					
FEEDS	KANJI + GREENGRAM + VEGETABLES	NOS																					
FEEDS	KANJI + VEGETABLES	NOS																					
FEEDS	KANJI EGG WHITE 1 NOS 100ML	NOS																					
FEEDS	KANJI EGG WHITE 2 NOS 100ML	NOS																					
FEEDS	MAXVIDA HP	NOS																					
FEEDS	MAXVIDA HPHF	NOS																					
FEEDS	MILK + EGG WHITE	NOS																					
FEEDS	NEPHRO HP 200 ML	NOS																					
FEEDS	NEPHRO HP VANILA	NOS																					
FEEDS	NEPHRO LP VANILA	NOS																					
FEEDS	OATS + 3 EGG WHITE	NOS																					
FEEDS	OATS BLEND	NOS																					
FEEDS	OATS EGG WHITE 100 ML	NOS																					
FEEDS	PENTASURE 2.0	NOS																					
FEEDS	PENTASURE FIBRE	NOS																					
FEEDS	PEPTAMEN	NOS																					
FEEDS	PURE MCT	NOS																					
FEEDS	RAGGI + EGG WHITE	NOS																					
FEEDS	RAGGI 100ML	NOS																					
FEEDS	RESOURCE DIALYSIS	NOS																					
FEEDS	RESOURCE FIBRE CHOICE SACHET	NOS																					
FEEDS	VEG SOUP 100ML	NOS																					
FEEDS	VIDAVANCE	NOS																					
FEEDS	ZZ	NOS																					
HOT BEVERAGES	BLACK COFFEE	NOS																					
HOT BEVERAGES	BLACK TEA	NOS																					
HOT BEVERAGES	BOOST	NOS																					
HOT BEVERAGES	BOOST COFFEE	NOS																					
HOT BEVERAGES	BRU COFFEE	NOS																					
HOT BEVERAGES	CAFE COFFEE	NOS																					
HOT BEVERAGES	CAFE TEA 15	NOS																					
HOT BEVERAGES	CHUKKU KAPPY	NOS																					
HOT BEVERAGES	COFFEE	NOS																					
HOT BEVERAGES	FILTER BLACK COFFEE	NOS																					
HOT BEVERAGES	FILTER BLACK TEA	NOS																					
HOT BEVERAGES	FILTER COFFEE	NOS																					
HOT BEVERAGES	FILTER HOT MILK	NOS																					
HOT BEVERAGES	FILTER TEA	NOS																					
HOT BEVERAGES	HORLICKS	NOS																					
HOT BEVERAGES	HOT MILK	NOS																					
HOT BEVERAGES	LIME TEA	NOS																					
HOT BEVERAGES	MACHINE COFFEE	NOS																					
HOT BEVERAGES	MACHINE TEA	NOS																					
HOT BEVERAGES	MACHINE TEA @12	NOS																					
HOT BEVERAGES	MINT TEA	NOS																					
HOT BEVERAGES	SOUTH INDIAN BLACK COFFEE	NOS																					
HOT BEVERAGES	STAFF FILTER BLACK COFFEE	NOS																					
HOT BEVERAGES	STAFF FILTER BLACK TEA	NOS																					
HOT BEVERAGES	STAFF FILTER COFFEE	NOS																					
HOT BEVERAGES	STAFF FILTER TEA	NOS																					
HOT BEVERAGES	TEA	NOS																					
ICE CREAM	BAL VANILA	NOS																					
ICE CREAM	BALL ICE CREAM VANILLA RS 10	NOS																					
ICE CREAM	CHOCO BAR	NOS																					
ICE CREAM	CHOCO BAR 45	NOS																					
ICE CREAM	CHOCOBAR RS 25	NOS																					
ICE CREAM	CHOCOSTIC RS 10	NOS																					
ICE CREAM	CONE TOP BUTTER SCOTCH RS 30	NOS																					
ICE CREAM	CONE TOP CHOCOLATE RS 40	NOS																					
ICE CREAM	CONE TOP VANILA RS 10	NOS																					
ICE CREAM	CUP ICE CREAM RS 10	NOS																					
ICE CREAM	ICE CREAM CON TOP	NOS																					
ICE CREAM	ICE CREAM RS 10	NOS																					
ICE CREAM	ICE CREAM RS 15	NOS																					
ICE CREAM	ICE CREAM RS 20	NOS																					
ICE CREAM	ICE CREAM RS 25	NOS																					
ICE CREAM	ICE CREAM RS 30	NOS																					
ICE CREAM	ICE CREAM RS 35	NOS																					
ICE CREAM	ICE CREAM RS 40	NOS																					
ICE CREAM	ICE CREAM RS 45	NOS																					
ICE CREAM	ICE CREAM RS 50	NOS																					
ICE CREAM	KULFI ICE CREAM RS 5	NOS																					
ICE CREAM	LAZZA CONE ICE CREAM CAPRI	NOS																					
ICE CREAM	LAZZA CORN ICECREAM CAPRI -CHOCOLATE	NOS																					
ICE CREAM	MANGO BAR	NOS																					
ICE CREAM	MANGO BAR RS 25	NOS																					
ICE CREAM	SIP UP RS 5	NOS																					
ICE CREAM	SUNDAY FUNDAE	NOS																					
INDIAN BREADS	BUTTER CHAPPATHI	NOS																					
INDIAN BREADS	BUTTER PARATHA	NOS																					
INDIAN BREADS	CHAPPATHY	NOS																					
INDIAN BREADS	CHAPPTHI(1NOS)	NOS																					
INDIAN BREADS	PARATHA	NOS																					
INDIAN BREADS	PATHIRI	NOS																					
INDIAN BREADS	PHULKA	NOS																					
INDIAN BREADS	ZWHEAT PARATHA	NOS																					
INDIAN BREADS	ZZZWHEAT PARATHA	NOS																					
JUICE	FRESH JUICE SHAMAM @60	NOS																					
JUICE	APPY FIZZ 160 MLTP RS 10	NOS																					
JUICE	APPY FIZZ RS 12	NOS																					
JUICE	APPY FIZZ RS 15	NOS																					
JUICE	APPY FIZZ RS 20 1	NOS																					
JUICE	APPY FIZZ RS 35	NOS																					
JUICE	B FIZZ RS 35	NOS																					
JUICE	B FIZZ 250ML RS 20	NOS																					
JUICE	CAVINS MILKSHAKE RS 35	NOS																					
JUICE	CRUSH JUICE	NOS																					
JUICE	DAILEE JUICE RS 12	NOS																					
JUICE	DAILEE MANGO RS 10	NOS																					
JUICE	FLAVORD LIME	NOS																					
JUICE	FLAVOURED SODA LIME	NOS																					
JUICE	FRESH JUICE MANGO	NOS																					
JUICE	FRESH JUICE CARROT	NOS																					
JUICE	FRESH JUICE CUCUMBER	NOS																					
JUICE	FRESH JUICE MANGO	NOS																					
JUICE	FRESH JUICE PAPPAYA	NOS																					
JUICE	FRESH JUICE PAPPAYA@50	NOS																					
JUICE	FRESH JUICE POMOGRANITE	NOS																					
JUICE	FROOTI RS 60	NOS																					
JUICE	FROOTI 600 ML	NOS																					
JUICE	FROOTI BOTTLE (160 ML) RS 10	NOS																					
JUICE	FROOTI BOTTLE (300 ML)	NOS																					
JUICE	FROOTI BOTTLE (600 ML)	NOS																					
JUICE	FROOTI RS 15	NOS																					
JUICE	FROOTI RS 42	NOS																					
JUICE	FROOTI TP(160 ML)	NOS																					
JUICE	FRUIT PUNCH	NOS																					
JUICE	HER MILK SHAKE RS 35	NOS																					
JUICE	JIVE JUICE RS 15	NOS																					
JUICE	JIVE JUICE RS 50	NOS																					
JUICE	JIVE MRP 20	NOS																					
JUICE	JUICE SLICE (600 ML)	NOS																					
JUICE	JUICE SLICE MANGO RS 10	NOS																					
JUICE	JUICE SLICE MANGO RS 20	NOS																					
JUICE	JUICE TOPICANA @ 20	NOS																					
JUICE	MAA 250 ML RS 20	NOS																					
JUICE	MAA BOTTLE (160 ML)	NOS																					
JUICE	MAA BOTTLE (200 ML)	NOS																					
JUICE	MAA BOTTLE (300 ML)	NOS																					
JUICE	MAA BOTTLE (600 ML)	NOS																					
JUICE	MAA LITCHI TP MRP 10	NOS																					
JUICE	MAA MANGO RS 10	NOS																					
JUICE	MAA RS 40	NOS																					
JUICE	MINT LIME JUICE	NOS																					
JUICE	SMOOTHIE	NOS																					
JUICE	SODA	NOS																					
JUICE	TENDER COCONUT PUNCH	NOS																					
JUICE	TENDER COCONUT SHAKE	NOS																					
JUICE	TENDER COCONUT WATER	NOS																					
JUICE	TROPICANA POMEGRANATE 1L RS115	NOS																					
JUICE	TROPICANA RS 20	NOS																					
JUICE	TROPICANO APPLE 1 LTR	NOS																					
JUICE	TROPICANO GUVA 1 LTR	NOS																					
JUICE	TROPICANO JUICE MANGO DELATE	NOS																					
JUICE	TROPICANO JUICE MIX DELATE	NOS																					
JUICE	TROPICANO LITCHI 1 LTR	NOS																					
JUICE	TROPICANO MANGO 1 LTR	NOS																					
JUICE	TROPICANO MIXED FRUIT 1 LTR	NOS																					
JUICE	TROPICANO ORANGE JUICE	NOS																					
JUICE	ZAPPY FIZZ RS 20	NOS																					
JUICE	ZZTENDER COCONUT	NOS																					
LUNCH	BINDI MASALA	NOS																					
LUNCH	CHATTICHOR	NOS																					
LUNCH	COMBO PER HEAD 445	NOS																					
LUNCH	COMBO PER HEAD 490	NOS																					
LUNCH	DOSA SET	NOS																					
LUNCH	DOSA(SINGLE PIECE)	NOS																					
LUNCH	IDIYAPPAM SET	NOS																					
LUNCH	IDLY SET	NOS																					
LUNCH	KAPPA	NOS																					
LUNCH	MIX VEG KURMA	NOS																					
LUNCH	PALAPPAM	NOS																					
LUNCH	PANEER MASALA	NOS																					
LUNCH	POTHI BIRIYANI	NOS																					
LUNCH	SPECIAL LUNCH 175	NOS																					
LUNCH	TOMATO ROAST	NOS																					
MILKSHAKE	HER MILK SHAKE RS 40	NOS																					
MILKSHAKE	SMOODH MILK SHAKE RS 10	NOS																					
OTHERS	CHATTI PATHIRI	NOS																					
OTHERS	BOOST SACHET MRP 5	NOS																					
OTHERS	CHOICE OF RAITHA	NOS																					
OTHERS	CURD CATORI	NOS																					
OTHERS	DISPOSIBLE GLASS	NOS																					
OTHERS	DISPOSIBLE PLATE BIG	NOS																					
OTHERS	DISPOSIBLE PLATE SMALL	NOS																					
OTHERS	DRY FRUITS HALWA 500GM	NOS																					
OTHERS	GHEE HALWA 500GM	NOS																					
OTHERS	LAYS SPANISH TOMATTO MRP 18	NOS																					
OTHERS	PANEER KIZHI	NOS																					
OTHERS	PARCEL CHARGE LARGE	NOS																					
OTHERS	PARCEL CHARGE MEDIUM	NOS																					
OTHERS	PARCEL CHARGE SMALL	NOS																					
OTHERS	PARCEL CONTAINER NEW	NOS																					
OTHERS	RICE HALWA 500GM	NOS																					
OTHERS	SNACKS BOX Rs.50	NOS																					
OTHERS	SNACKS BOX Rs.60	NOS																					
OTHERS	SNACKS BOX Rs.65	NOS																					
OTHERS	SNACKS BOX Rs.70	NOS																					
OTHERS	SNACKS BOX Rs.75	NOS																					
OTHERS	SNACKS BOX Rs.80	NOS																					
OTHERS	SNACKS BOX Rs.85	NOS																					
OTHERS	SNACKS BOX Rs.90	NOS																					
OTHERS	SNACKS BOX Rs.95	NOS																					
PASTRY	PASTRY	NOS																					
PASTRY	PASTRY DOUBLE	NOS																					
PRODUCTION BAKERY KITCHEN	APPLE SHAKE	NOS																					
PRODUCTION BAKERY KITCHEN	BUTTER CAKE	NOS																					
PRODUCTION BAKERY KITCHEN	CHICKEN CHEESE BURGER	NOS																					
PRODUCTION BAKERY KITCHEN	CHICKEN ROLL Nos	NOS																					
PRODUCTION BAKERY KITCHEN	CHOCOLATE MOON	NOS																					
PRODUCTION BAKERY KITCHEN	CINNAMON ROLL	NOS																					
PRODUCTION BAKERY KITCHEN	FIG N HONEY SLICE CAKE	NOS																					
PRODUCTION BAKERY KITCHEN	FRESH KIWI JUICE	NOS																					
PRODUCTION BAKERY KITCHEN	GHEE CAKE SLICE BIG	NOS																					
PRODUCTION BAKERY KITCHEN	HOT DOG SANDWICH	NOS																					
PRODUCTION BAKERY KITCHEN	MARBLE CAKE 1KG	NOS																					
PRODUCTION BAKERY KITCHEN	PINEAPPLE CAKE 500GM	NOS																					
PRODUCTION BAKERY KITCHEN	PLUM CAKE 2KG	NOS																					
PRODUCTION BAKERY KITCHEN	PLUM CAKE 500 GM	NOS																					
PRODUCTION BAKERY KITCHEN	SPECIAL MUFFIN	NOS																					
PRODUCTION BAKERY KITCHEN	STAFF BANANA PUFFS	NOS																					
PRODUCTION BAKERY KITCHEN	VEG AND CHEESE SANDWICH	NOS																					
PRODUCTION BAKERY KITCHEN	VEGETABLE CALZONE	NOS																					
PRODUCTION MAIN KITCHEN	AMBUR BEEF BIRIYANI 190	NOS																					
PRODUCTION MAIN KITCHEN	ASSORTED NUTS	NOS																					
PRODUCTION MAIN KITCHEN	BEEF DRY FRY BDF	NOS																					
PRODUCTION MAIN KITCHEN	BEEF FRY RS 125	NOS																					
PRODUCTION MAIN KITCHEN	BEEF PEPPER FRY	NOS																					
PRODUCTION MAIN KITCHEN	BISCUIT PUDDING	NOS																					
PRODUCTION MAIN KITCHEN	BREAD ROAST	NOS																					
PRODUCTION MAIN KITCHEN	CASHEW NUT 900 GM	NOS																					
PRODUCTION MAIN KITCHEN	CHICKEN JALFREZI	NOS																					
PRODUCTION MAIN KITCHEN	CHICKEN KUNJULLI ROAST	NOS																					
PRODUCTION MAIN KITCHEN	CHICKEN LOLI POP	NOS																					
PRODUCTION MAIN KITCHEN	CHICKEN SANDWICH40	NOS																					
PRODUCTION MAIN KITCHEN	CHICKEN ULARTH	NOS																					
PRODUCTION MAIN KITCHEN	CHICKEN VARATTIYATH	NOS																					
PRODUCTION MAIN KITCHEN	CHICKEN VINDALOO	NOS																					
PRODUCTION MAIN KITCHEN	CHILY BEEF	NOS																					
PRODUCTION MAIN KITCHEN	COCKTAIL SAMOSA	NOS																					
PRODUCTION MAIN KITCHEN	COCKTAIL SAMOSA 6 NOS	NOS																					
PRODUCTION MAIN KITCHEN	COMBO MEALS 720	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER HEAD 240	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER HEAD 275(275)	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER HEAD 525	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER HEAD 600	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER HEAD 650	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER HEAD 850	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER HEAD 875	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 100	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 110	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 200	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 220	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 300	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 410	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 440	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 475	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 500	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 560	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 590	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 610	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 625	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 750	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 800	NOS																					
PRODUCTION MAIN KITCHEN	COMBO PER PAX 900	NOS																					
PRODUCTION MAIN KITCHEN	DUCK MAPPAS	NOS																					
PRODUCTION MAIN KITCHEN	EGG BIRIYANI 95	NOS																					
PRODUCTION MAIN KITCHEN	FISH BIRIYANI(STAFF COMBO)	NOS																					
PRODUCTION MAIN KITCHEN	FISH BIRIYANI120	NOS																					
PRODUCTION MAIN KITCHEN	FISH BIRIYANI180	NOS																					
PRODUCTION MAIN KITCHEN	FISH FRY @300	NOS																					
PRODUCTION MAIN KITCHEN	FISH FRY @85	NOS																					
PRODUCTION MAIN KITCHEN	FISH MASALA160	NOS																					
PRODUCTION MAIN KITCHEN	FISH THALACURRY	NOS																					
PRODUCTION MAIN KITCHEN	FRUIT BASKET	NOS																					
PRODUCTION MAIN KITCHEN	FRUIT SALAD SMALL	NOS																					
PRODUCTION MAIN KITCHEN	GRILLED FISH 150	NOS																					
PRODUCTION MAIN KITCHEN	GRILLED FISH RS 280	NOS																					
PRODUCTION MAIN KITCHEN	GRILLED HAMOUR	NOS																					
PRODUCTION MAIN KITCHEN	GRILLED HAMOUR Nos	NOS																					
PRODUCTION MAIN KITCHEN	GRILLED PANEER	NOS																					
PRODUCTION MAIN KITCHEN	GRILLED VEG	NOS																					
PRODUCTION MAIN KITCHEN	HARIYALI CHICKEN	NOS																					
PRODUCTION MAIN KITCHEN	HI-TEA WITH NUTS AND COOKIES	NOS																					
PRODUCTION MAIN KITCHEN	HI-TEA WITH NUTS AND COOKIES 150	NOS																					
PRODUCTION MAIN KITCHEN	HOT SOUR CHICKEN SOUP	NOS																					
PRODUCTION MAIN KITCHEN	K V CURRY	NOS																					
PRODUCTION MAIN KITCHEN	KADA FRY	NOS																					
PRODUCTION MAIN KITCHEN	KALLUMMAKKAI	NOS																					
PRODUCTION MAIN KITCHEN	KANTHARI CHICKEN	NOS																					
PRODUCTION MAIN KITCHEN	KAPPA BIRIYANI	NOS																					
PRODUCTION MAIN KITCHEN	KAPPA VADA	NOS																					
PRODUCTION MAIN KITCHEN	KERALA CHILLY CHICKEN	NOS																					
PRODUCTION MAIN KITCHEN	MASALA BUTTER MILK	NOS																					
PRODUCTION MAIN KITCHEN	MILK SHAKE STRAWBERRY	NOS																					
PRODUCTION MAIN KITCHEN	MINI BIRIYANI	NOS																					
PRODUCTION MAIN KITCHEN	MUSHROOM MUNCHURIAN	NOS																					
PRODUCTION MAIN KITCHEN	MUTTON BIRIYANI	NOS																					
PRODUCTION MAIN KITCHEN	NADAN CHICKEN CURRY	NOS																					
PRODUCTION MAIN KITCHEN	PACHORE	NOS																					
PRODUCTION MAIN KITCHEN	PALCHOR	NOS																					
PRODUCTION MAIN KITCHEN	PALKAPPA WITH FISH CURRY	NOS																					
PRODUCTION MAIN KITCHEN	PANEER BIRIYANI	NOS																					
PRODUCTION MAIN KITCHEN	PASTA NON VEG	NOS																					
PRODUCTION MAIN KITCHEN	PAV BHAJI	NOS																					
PRODUCTION MAIN KITCHEN	PINEAPPLE CHAAT	NOS																					
PRODUCTION MAIN KITCHEN	PINEAPPLE PAYASAM 1 LTR	NOS																					
PRODUCTION MAIN KITCHEN	PORICHA PATHIRI	NOS																					
PRODUCTION MAIN KITCHEN	PORICHA PATHIRI Nos	NOS																					
PRODUCTION MAIN KITCHEN	PRAWNS COCKTAIL@220	NOS																					
PRODUCTION MAIN KITCHEN	PREMIUM CUT FRUITS	NOS																					
PRODUCTION MAIN KITCHEN	QUAIL EGGS BOILED	NOS																					
PRODUCTION MAIN KITCHEN	RAGGI DOSA	NOS																					
PRODUCTION MAIN KITCHEN	ROASTED SALAD	NOS																					
PRODUCTION MAIN KITCHEN	ROW MANGO SALAD	NOS																					
PRODUCTION MAIN KITCHEN	SCHEZWAN VEG FRIED RICE	NOS																					
PRODUCTION MAIN KITCHEN	SEA FOOD RICE	NOS																					
PRODUCTION MAIN KITCHEN	SPOUT SALAD	NOS																					
PRODUCTION MAIN KITCHEN	STAFF AMBUR BEEF BIRIYANI	NOS																					
PRODUCTION MAIN KITCHEN	STAFF COMBO RS100	NOS																					
PRODUCTION MAIN KITCHEN	STAFF KUZHIMANTHI	NOS																					
PRODUCTION MAIN KITCHEN	STAFF THALAPAKATTI BIRIYANI	NOS																					
PRODUCTION MAIN KITCHEN	STRAWBERRY COCONUT CAKE	NOS																					
PRODUCTION MAIN KITCHEN	STUFFED BANANA FRY	NOS																					
PRODUCTION MAIN KITCHEN	THALPPAKETTY BIRIYANI	NOS																					
PRODUCTION MAIN KITCHEN	ULLIVADA@14	NOS																					
PRODUCTION MAIN KITCHEN	VETTCAKE RS15	NOS																					
PRODUCTION MAIN KITCHEN	VETTUCAKE@15	NOS																					
PROVISION	CAFE TEA CARDAMON PREMIUM 1KG	NOS																					
PROVISION	CHILLY POWDER	NOS																					
PROVISION	CHILLY POWDER KASHMIRI	NOS																					
PROVISION	COFFEE BEANS 1KG	NOS																					
PROVISION	CORIANDER POWDER	NOS																					
PROVISION	GRAM (GREEN GRAM)	NOS																					
PROVISION	PICKLE 5 KG	NOS																					
PROVISION	PREMIX BRU COFFEE 1KG	NOS																					
PROVISION	PREMIX RED LABEL TEA 1KG	NOS																					
PROVISION	RICE BROKEN	NOS																					
PROVISION	SALT POWDER	NOS																					
PROVISION	SALT SACHET	NOS																					
PROVISION	SUGAR SACHET	NOS																					
PROVISION	TURMERIC POWDER	NOS																					
RICE & NOODLES	BEEF BIRIYANI	NOS																					
RICE & NOODLES	CASHEW & SAFFRON PULAO	NOS																					
RICE & NOODLES	CHICKEN BIRIYANI	NOS																					
RICE & NOODLES	CHICKEN BIRIYANI-HALF	NOS																					
RICE & NOODLES	CHICKEN FRIED RICE	NOS																					
RICE & NOODLES	CHICKEN NOODLE	NOS																					
RICE & NOODLES	CURD RICE	NOS																					
RICE & NOODLES	EGG BIRIYANI	NOS																					
RICE & NOODLES	EGG FRIED RICE	NOS																					
RICE & NOODLES	EGG NOODLE	NOS																					
RICE & NOODLES	FISH BIRIYANI	NOS																					
RICE & NOODLES	FISH BIRIYANI-HALF	NOS																					
RICE & NOODLES	FISH CURRY MEAL	NOS																					
RICE & NOODLES	GHEE RICE	NOS																					
RICE & NOODLES	GHEE RICE-HALF	NOS																					
RICE & NOODLES	KALAM BEEF BIRIYANI	NOS																					
RICE & NOODLES	KALAM BIRIYANI RETURN	NOS																					
RICE & NOODLES	KALAM CHICKEN BIRIYANI	NOS																					
RICE & NOODLES	KALAM FISH BIRIYANI	NOS																					
RICE & NOODLES	KALAM MUTTON BIRIYANI	NOS																					
RICE & NOODLES	KANJI	NOS																					
RICE & NOODLES	KAPPA $ THALA CURRY	NOS																					
