Category Name	Item Name	UoM																					
RICE & NOODLES	KARKIDAKA KANJI	NOS																					
RICE & NOODLES	KASMIRI PULAO	NOS																					
RICE & NOODLES	LEMON RICE	NOS																					
RICE & NOODLES	MIXED FRIED RICE	NOS																					
RICE & NOODLES	PLAIN RICE	NOS																					
RICE & NOODLES	PONGAL MRP 30	NOS																					
RICE & NOODLES	POTHI FISH BIRIYANI	NOS																					
RICE & NOODLES	SCHEWAN CHICKEN FRIED RICE	NOS																					
RICE & NOODLES	SCHEWAN EGG FRIED RICE	NOS																					
RICE & NOODLES	SCHEWAN VEG FRIED RICE	NOS																					
RICE & NOODLES	SINGAPORE FRIED RICE	NOS																					
RICE & NOODLES	SPECIAL LUNCH	NOS																					
RICE & NOODLES	TOMATO RICE	NOS																					
RICE & NOODLES	VEG BIRIYANI	NOS																					
RICE & NOODLES	VEG FRIED RICE	NOS																					
RICE & NOODLES	VEG FRIED-HALF	NOS																					
RICE & NOODLES	VEG MEAL	NOS																					
RICE & NOODLES	VEG NOODLE	NOS																					
RICE & NOODLES	VEG PULAO	NOS																					
RICE & NOODLES	Z PRODUCTION TEST	NOS																					
RUSK	BABYRUSK 250GM @80	NOS																					
RUSK	BRITANIA MILK RUSK RS 35	NOS																					
RUSK	BRITANIYA RUSK MRP 30	NOS																					
RUSK	MILK RUSK 200 GM MRP 30	NOS																					
RUSK	RUSK 35	NOS																					
SALADS	CAESAR SALAD	NOS																					
SALADS	CAESAR SALAD WITH GRILLED CHICKEN	NOS																					
SALADS	CAESAR SALAD PLAIN	NOS																					
SALADS	CUBER SALAD	NOS																					
SALADS	GARDEN FRESH SALAD	NOS																					
SALADS	GREEK SALAD	NOS																					
SALADS	KIMCHI SALAD	NOS																					
SALADS	TOSSED SALAD	NOS																					
SANDWICHES	CHICKEN SANDWICH	NOS																					
SANDWICHES	CLUB SANDWHICH	NOS																					
SANDWICHES	EGG SANDWICH	NOS																					
SANDWICHES	VEG SANDWICH	NOS																					
SEA FOOD	AYALA FRY	NOS																					
SEA FOOD	AYALA POLICHATHU	NOS																					
SEA FOOD	BBQ SQUID	NOS																					
SEA FOOD	BRAISED CHILLI FISH	NOS																					
SEA FOOD	CRAB ROAST	NOS																					
SEA FOOD	FISH CURRY	NOS																					
SEA FOOD	FISH CUTLET	NOS																					
SEA FOOD	FISH FRY	NOS																					
SEA FOOD	FISH FRY 75	NOS																					
SEA FOOD	FISH FRY SMALL	NOS																					
SEA FOOD	FISH MASALA	NOS																					
SEA FOOD	FISH MOLI	NOS																					
SEA FOOD	FISH N CHIPS	NOS																					
SEA FOOD	FISH PEERA	NOS																					
SEA FOOD	FISH PODIMEEN FRY	NOS																					
SEA FOOD	FISH POLLICHATHU	NOS																					
SEA FOOD	FISH POLLICHATHU.	NOS																					
SEA FOOD	FISH SANWICH	NOS																					
SEA FOOD	FISH TIKKA	NOS																					
SEA FOOD	GARLIC MASALA PRAWNS	NOS																					
SEA FOOD	GRILLED FISH MEDIUM	NOS																					
SEA FOOD	GRILLED KINGFISH	NOS																					
SEA FOOD	HAMOUR FISH MOLI	NOS																					
SEA FOOD	KAKKA FRY	NOS																					
SEA FOOD	KAKKA ULARTH	NOS																					
SEA FOOD	KARIMEEN FRY	NOS																					
SEA FOOD	KARIMEEN MASALA	NOS																					
SEA FOOD	KINGFISH CURRY 85	NOS																					
SEA FOOD	KINGFISH FRY 220	NOS																					
SEA FOOD	KINGFISH FRY 250	NOS																					
SEA FOOD	MEEN POLLICHATHU	NOS																					
SEA FOOD	MEEN VATICHATHU	NOS																					
SEA FOOD	NEIMEEN FRY LARGE	NOS																					
SEA FOOD	NEIMEEN FRY MEDIUM	NOS																					
SEA FOOD	POACHED FISH	NOS																					
SEA FOOD	PRAWNS COKTAIL	NOS																					
SEA FOOD	PRAWNS KIZHI	NOS																					
SEA FOOD	SEA FOOD FRIED RICE	NOS																					
SEA FOOD	SEER FISH BIG	NOS																					
SEA FOOD	SEER FISH CUTLET	NOS																					
SEA FOOD	SQUID ROAST	NOS																					
SEA FOOD	THAWA FRIED FISH	NOS																					
SEA FOOD	TILOPIA PEPPER SALT	NOS																					
SEA FOOD	TUNA ROLL	NOS																					
SEA FOOD	WALK TOAST PEPPER FISH	NOS																					
SNACKS	ACHAPPAM RS 60	NOS																					
SNACKS	AD CARD PAYMENT	NOS																					
SNACKS	AD CASH PAYMENT	NOS																					
SNACKS	AD NEW ITEM SOLD	NOS																					
SNACKS	AD ONLINE PAYMENT	NOS																					
SNACKS	AVAL BONDA	NOS																					
SNACKS	BANANA PUFFS	NOS																					
SNACKS	BANANA BALLS	NOS																					
SNACKS	BANANA CHIPS RS 100	NOS																					
SNACKS	BANANA CHIPS RS 65	NOS																					
SNACKS	BANANA CHIPS RS 70	NOS																					
SNACKS	BANANA CUTLET	NOS																					
SNACKS	BANANA FRY	NOS																					
SNACKS	BANANA FRY WITH BEEF(80)	NOS																					
SNACKS	BANANA ROAST	NOS																					
SNACKS	BEEF CUTLATE	NOS																					
SNACKS	BON	NOS																					
SNACKS	BONDA @10	NOS																					
SNACKS	BROASTED CHICKEN WITH FRENCH FRIES&SINGL	NOS																					
SNACKS	BROWNY CAKE 20	NOS																					
SNACKS	BUN	NOS																					
SNACKS	BUN NEW	NOS																					
SNACKS	CHAPATI ROLL EGG	NOS																					
SNACKS	CHAPATI ROLL VEG	NOS																					
SNACKS	CHAPPATHI CHICKEN ROLL	NOS																					
SNACKS	CHICKEN BONDA	NOS																					
SNACKS	CHICKEN BURGER	NOS																					
SNACKS	CHICKEN CALZON(140)	NOS																					
SNACKS	CHICKEN CUTLET	NOS																					
SNACKS	CHICKEN PATHRI	NOS																					
SNACKS	CHICKEN PUFFS	NOS																					
SNACKS	CHICKEN SAMOSA	NOS																					
SNACKS	CHOCOLATE BALL	NOS																					
SNACKS	COCONUT BALL RS 55	NOS																					
SNACKS	COLESLAW CHICKEN	NOS																					
SNACKS	COLESLAW VEGETABLE	NOS																					
SNACKS	CREAM COCONUT JAMROLL @20	NOS																					
SNACKS	DATES LADDU	NOS																					
SNACKS	DELINUT ALMOND RS 130	NOS																					
SNACKS	DOUGHNUT RS 20	NOS																					
SNACKS	EGG PAKODA	NOS																					
SNACKS	EGG PUFFS	NOS																					
SNACKS	ELA ADA	NOS																					
SNACKS	ELANCHI	NOS																					
SNACKS	FAMILY BREAD	NOS																					
SNACKS	FRENCH FRIES	NOS																					
SNACKS	HOTDOG WITH FRIES(120)	NOS																					
SNACKS	JACKFRUIT CHIPS RS 75	NOS																					
SNACKS	KALYODAKKA RS 65	NOS																					
SNACKS	KOZHUKATTA 12	NOS																					
SNACKS	KUMBILAPPAM	NOS																					
SNACKS	KUZHALAPPAM RS 60	NOS																					
SNACKS	LADDU@12	NOS																					
SNACKS	MASALA BONDA	NOS																					
SNACKS	MASALA KOZHUKATTA	NOS																					
SNACKS	MEAT CUTLET	NOS																					
SNACKS	MEAT PUFFS	NOS																					
SNACKS	MEAT ROLLS	NOS																					
SNACKS	MIXTURE RS 50	NOS																					
SNACKS	MIXTURE RS 60	NOS																					
SNACKS	MULAK VADA	NOS																					
SNACKS	NUTY PINK COCONUT PASTRY	NOS																					
SNACKS	OATS COATED BANANA	NOS																					
SNACKS	ONION PAKODA RS.20	NOS																					
SNACKS	PAKKAVADA RS 50	NOS																					
SNACKS	PAKKAVADA RS 60	NOS																					
SNACKS	PARATHA ROLL@30 Nos	NOS																					
SNACKS	PARIPPUVADA@10	NOS																					
SNACKS	PATHIRI @12	NOS																					
SNACKS	PATHRI	NOS																					
SNACKS	PEANUT MASALA	NOS																					
SNACKS	PEAS VADA	NOS																					
SNACKS	PIZZA MARGARITA(120)	NOS																					
SNACKS	PIZZA MUSHROOM(140)	NOS																					
SNACKS	POTHI PARATHA (99)	NOS																					
SNACKS	SARKARAPURATTY RS 90	NOS																					
SNACKS	SARKKARAVARATTY RS 50	NOS																					
SNACKS	SPANISH OMLETTE WITH GRALIC LOAF(120)	NOS																					
SNACKS	STAFF BANANA FRY	NOS																					
SNACKS	STAFF BREAD FRY	NOS																					
SNACKS	STEAMED BANANA	NOS																					
SNACKS	SUGHIAN	NOS																					
SNACKS	SUGHIYAN RS 13	NOS																					
SNACKS	SWEETNA	NOS																					
SNACKS	TAPIOCA CHIPS RS 50	NOS																					
SNACKS	TAPIOCA CHIPS RS 90	NOS																					
SNACKS	THAYIR VADAI	NOS																					
SNACKS	TOMATO MURUKKU RS 50	NOS																					
SNACKS	ULLI VADA	NOS																					
SNACKS	UNNAKKAYA	NOS																					
SNACKS	UZHUNNUVADA	NOS																					
SNACKS	UZHUNNUVADA@11	NOS																					
SNACKS	VATTAYAPPAM	NOS																					
SNACKS	VEG BURGER	NOS																					
SNACKS	VEG CALZONE(120)	NOS																					
SNACKS	VEG CUTLET RS 15	NOS																					
SNACKS	VEG CUTLET(15)	NOS																					
SNACKS	VEG SAMOSA	NOS																					
SNACKS	VEG SPRING ROLL	NOS																					
SNACKS	VEGETABLE & CHEESE	NOS																					
SNACKS	VEGETABLE CUTLET	NOS																					
SNACKS	VEGETABLE CUTLET Nos	NOS																					
SNACKS	VEGETABLE PUFFS	NOS																					
SNACKS	VEGETABLE SAMOSA	NOS																					
SNACKS	WHITE PEANUT RS 40	NOS																					
SNACKS	YARL BISCUTS RS 50	NOS																					
SNACKS	ZACHAPPAM RS 65	NOS																					
SNACKS	ZPARIPPU VADA	NOS																					
SNACKS	ZUZHUNNU VADA	NOS																					
SNACKS	ZVATTAYAPPAM	NOS																					
SOUPS	CHICKEN CLEAR SOUP	NOS																					
SOUPS	CREAM OF CHICKEN SOUP	NOS																					
SOUPS	CREAM OF MUSHROOM SOUP	NOS																					
SOUPS	CREAM OF VEG SOUP	NOS																					
SOUPS	SWEETCORN/HOT AND SOUR CHICKEN SOUP	NOS																					
SOUPS	SWEETCORN/HOT AND SOUR VEG SOUP	NOS																					
SOUPS	VEG CLEAR SOUP	NOS																					
SOUPS	WANG TONG CHICKEN SOUP	NOS																					
SOUPS	WANG TONG VEG SOUP	NOS																					
VEGETABLES	ALOO CAPSICUM	NOS																					
VEGETABLES	ALOO GOBI MASALA	NOS																					
VEGETABLES	ALOO JEERA	NOS																					
VEGETABLES	BOILED VEG	NOS																					
VEGETABLES	CHANNA CHAAT	NOS																					
VEGETABLES	CHILLI PANEER	NOS																					
VEGETABLES	CHILLY GOBI	NOS																					
VEGETABLES	CHILLY MUSHROOM 120	NOS																					
VEGETABLES	DAL FRY	NOS																					
VEGETABLES	DAL TADKA	NOS																					
VEGETABLES	GOBI MANCHURIAN	NOS																					
VEGETABLES	GOBI MANCHURIAN-HALF	NOS																					
VEGETABLES	GOBI MASALA	NOS																					
VEGETABLES	GREEN PEAS CURRY	NOS																					
VEGETABLES	GREEN SALAD	NOS																					
VEGETABLES	GRILLED BROCCOLI	NOS																					
VEGETABLES	KADALA CURRY	NOS																					
VEGETABLES	KADAYI PANEER	NOS																					
VEGETABLES	METHI PANEER	NOS																					
VEGETABLES	MUSHROOM MASALA	NOS																					
VEGETABLES	PALAK PANEER	NOS																					
VEGETABLES	PANEER BUTTER MASALA	NOS																					
VEGETABLES	PANEER TIKA	NOS																					
VEGETABLES	ROASTED VEG	NOS																					
VEGETABLES	SCHEWAN GOBI	NOS																					
VEGETABLES	TOMATO FRY	NOS																					
VEGETABLES	VEG CURRY	NOS																					
VEGETABLES	VEG JALFREZI	NOS																					
VEGETABLES	VEG KURMA	NOS																					
VEGETABLES	VEG STEW	NOS																					
PROVISION	ADA	PKT																					
DISPOSABLE ITEMS	ALUMINIUM CONTAINER 250ML	NOS																					
DISPOSABLE ITEMS	ALUMINIUM CONTAINER 450ML	NOS																					
DISPOSABLE ITEMS	ALUMINIUM CONTAINER 750ML	NOS																					
DISPOSABLE ITEMS	ALUMINIUM FOIL 72 MTR	NOS																					
PROVISION	AMRITH SUPER 15 KG	BOX																					
FEED PRODUCTS	ARROWROOT POWDER	TIN																					
CONFECTIONERY & BEVERAGES	ARROWROOT RS 30	PKT																					
CONFECTIONERY & BEVERAGES	ARROWROOT RS-50	PKT																					
PROVISION	ASAFOETIDA POWDER 100GM	TIN																					
PROVISION	ASAFOITIDA CAKE 100GM	PKT																					
PROVISION	ATTA AAHISHIRVAD	KG																					
PROVISION	AVAL	KG																					
FEED PRODUCTS	BARLEY POWDER	BTL																					
PROVISION	BAY LEAVES	KG																					
PROVISION	BIRIANI ESSENCE	NOS																					
PROVISION	BIRIYANI ESSENCE PINEAPPLE	BTL																					
PROVISION	BOOST SACHET MRP 5	PKT																					
CONFECTIONERY & BEVERAGES	BOUNTY RS 30	NOS																					
CONFECTIONERY & BEVERAGES	BOUNTY RS 70	NOS																					
CONFECTIONERY & BEVERAGES	BRITANIA 50-50 MRP 30	NOS																					
CONFECTIONERY & BEVERAGES	BRITANIA MILK RUSK RS 35	PKT																					
PROVISION	BUNGE LOTUS	BOX																					
DISPOSABLE ITEMS	BUTTER PAPER	KG																					
PROVISION	CAFE COFFEE DIET	PKT																					
PROVISION	CAFE COFFEE POWDER	PKT																					
PROVISION	CAFE TEA CARDAMON PREMIUM 1KG	PKT																					
PROVISION	CAFE TEA DIET 1KG	PKT																					
DISPOSABLE ITEMS	CAKE BOX 10*10	NOS																					
DISPOSABLE ITEMS	CAKE BOX 7*5*2	NOS																					
DISPOSABLE ITEMS	CAKE CUP	PKT																					
PROVISION	CAKE GEL	TIN																					
CONFECTIONERY & BEVERAGES	CANDY (DIFFERENT FLAVOUR)	PKT																					
PROVISION	CARDAMOM	KG																					
DISPOSABLE ITEMS	CARRY BAG CLOTH	NOS																					
PROVISION	CASHEW KERNELS	KG																					
PROVISION	CASHEW SPLIT	KG																					
PROVISION	CASHEWNUT POWDER	KG																					
PROVISION	CAUSTIC CARAMEL	KG																					
PROVISION	CHANNA BLACK	KG																					
PROVISION	CHANNA WHITE	KG																					
COOKED FOOD	CHAPPATHY	NOS																					
PROVISION	CHAT MASALA	PKT																					
PROVISION	CHERRY DRY	KG																					
PROVISION	CHICKEN BROTH	PKT																					
MEAT & POULTRY	CHICKEN FROZEN	KG																					
PROVISION	CHICKEN MASALA	KG																					
PROVISION	CHILLY POWDER	KG																					
PROVISION	CHILLY POWDER KASHMIRI	KG																					
PROVISION	CHILLY RED WHOLE DRY	KG																					
PROVISION	CHOCOLATE COMPOUND DARK	PKT																					
PROVISION	CHOCOLATE COMPOUND WHITE	PKT																					
PROVISION	CINNAMON STICK	KG																					
DISPOSABLE ITEMS	CLING FILIM 600 MTR	NOS																					
PROVISION	CLOVES	KG																					
VEGETABLES	COCONUT	KG																					
PROVISION	COCONUT MILK POWDER	PKT																					
PROVISION	COCUM	KG																					
PROVISION	COFFEE BEANS 1KG	PKT																					
PROVISION	COFFEE BRU 200 GM	PKT																					
PROVISION	COFFEE BRU SACHETS	PKT																					
PROVISION	COOKING CREAM	PKT																					
FEED PRODUCTS	COPEWEL HPC VANILLA 400G	TIN																					
PROVISION	CORIANDER POWDER	KG																					
PROVISION	CORIANDER SEED	KG																					
PROVISION	CORN FLOUR	KG																					
PROVISION	CUMIN SEED	KG																					
PROVISION	CURD CHILLIES	KG																					
PROVISION	CUSTARD POWDER	PKT																					
PROVISION	DAL SAMBAR	KG																					
PROVISION	DAL URAD	KG																					
PROVISION	DALDA	PKT																					
CONFECTIONERY & BEVERAGES	DARK FANTACY	NOS																					
PROVISION	DESCICATED COCONUT	PKT																					
DISPOSABLE ITEMS	DISPOSABLE SPOON WOODEN	PKT																					
MEAT & POULTRY	EGG DUCK	NOS																					
MEAT & POULTRY	EGG HEN	NOS																					
FEED PRODUCTS	ENSURE DIABETES CARE	TIN																					
FEED PRODUCTS	ENSURE VANILA (PLUS)	TIN																					
PROVISION	EQUAL SUGAR SACHET	PKT																					
PROVISION	ESSENCE BANANA 500ML	BTL																					
PROVISION	ESSENCE SWEET ORANGE 500 ML	NOS																					
PROVISION	ESSENCE VANILA 500ML	BTL																					
PROVISION	FENNEL SEED	KG																					
PROVISION	FENU GREEK	KG																					
SEA FOOD	FISH KANNI AYALA	KG																					
SEA FOOD	FISH MATHI	KG																					
SEA FOOD	FISH OZHUVA	KG																					
SEA FOOD	FISH THALA	KG																					
FEED PRODUCTS	FRESUBIN HEPA 400 GM	TIN																					
CONFECTIONERY & BEVERAGES	FROOTI BOTTLE (300 ML)	NOS																					
CONFECTIONERY & BEVERAGES	FROOTI BOTTLE (600 ML)	NOS																					
CONFECTIONERY & BEVERAGES	FROOTI RS 42	NOS																					
CONFECTIONERY & BEVERAGES	FROOTI TP(160 ML)	NOS																					
FUEL	FUEL GEL	TIN																					
CONFECTIONERY & BEVERAGES	GALAXY  RS 20	PKT																					
CONFECTIONERY & BEVERAGES	GALAXY DARK RS 50	NOS																					
CONFECTIONERY & BEVERAGES	GALAXY DARK RS 99	NOS																					
CONFECTIONERY & BEVERAGES	GALAXY RS 10	NOS																					
CONFECTIONERY & BEVERAGES	GALAXY RS 50	NOS																					
CONFECTIONERY & BEVERAGES	GALAXY RS 90	NOS																					
PROVISION	GELATIN	PKT																					
PROVISION	GHEE	TIN																					
PROVISION	GINGELY SEED BLACK	KG																					
PROVISION	GINGELY SEED WHITE	KG																					
PROVISION	GINGER POWDER	PKT																					
CONFECTIONERY & BEVERAGES	GOOD DAY 50	PKT																					
CONFECTIONERY & BEVERAGES	GOOD DAY RS 25	PKT																					
PROVISION	GRAM (GREEN GRAM)	KG																					
PROVISION	GRAM RED (LOBIYA)	KG																					
PROVISION	GREEN PEAS	KG																					
PROVISION	GSM 15KG	BOX																					
CHEMICALS	HAND WASH	LTR																					
FEED PRODUCTS	HEALTH MIX POWDER	TIN																					
CONFECTIONERY & BEVERAGES	HER CHOCO TUBE RS 20	NOS																					
CONFECTIONERY & BEVERAGES	HER KIS RS 60	NOS																					
CONFECTIONERY & BEVERAGES	HER KISS RS 140	PKT																					
CONFECTIONERY & BEVERAGES	HER KISS RS 160	PKT																					
CONFECTIONERY & BEVERAGES	HER KISS RS 50	PKT																					
CONFECTIONERY & BEVERAGES	HER KISS RS 55	NOS																					
CONFECTIONERY & BEVERAGES	HER MILK SHAKE RS 40	PKT																					
CONFECTIONERY & BEVERAGES	HIDE & SEEK RS 30	PKT																					
FEED PRODUCTS	HINEX HP 400GM	TIN																					
DISPOSABLE ITEMS	HM PACKING SHEET	KG																					
FEED PRODUCTS	HORLICKS PROTEIN POWDER VANILA 400GM	TIN																					
PROVISION	HORSE GRAM	KG																					
PROVISION	ICING SUGAR	KG																					
PROVISION	JAGGERY	KG																					
PROVISION	KASTHURI METHI	PKT																					
PROVISION	KISMIS	KG																					
CONFECTIONERY & BEVERAGES	KITKAT @10	NOS																					
DISPOSABLE ITEMS	LD COVER	KG																					
CHEMICALS	LEMON GRASS OIL	LTR																					
CHEMICALS	LG KING - LFC 50 KG	KG																					
PROVISION	LIME SEASONING POWDER	PKT																					
FUEL	LPG CYLINDER 19 KG	CYL																					
CHEMICALS	LUMIN -LD 50KF	KG																					
CONFECTIONERY & BEVERAGES	MAA 250 ML RS 20	PKT																					
CONFECTIONERY & BEVERAGES	MAA RS 40	PKT																					
PROVISION	MAIDA	KG																					
CONFECTIONERY & BEVERAGES	MALKIST BISCUT RS 50	PKT																					
PROVISION	MANGO PULP	TIN																					
CONFECTIONERY & BEVERAGES	MARS RS 70	NOS																					
PROVISION	MARVO PRIDE 14 KG	BOX																					
FEED PRODUCTS	MAXVIDA HIGH PROTEIN VANILLA	NOS																					
FEED PRODUCTS	MAXVIDA HPHF VANILLA	TIN																					
PROVISION	MAYONISE	PKT																					
PROVISION	MEAT MASALA	KG																					
CONFECTIONERY & BEVERAGES	MEDLEY GIFT BOX RS 300	NOS																					
DAIRY PRODUCTS	MILK 3 SM 500	PKT																					
PROVISION	MILK MAID	TIN																					
CONFECTIONERY & BEVERAGES	MILKYBAR MOULD RS.20	PKT																					
CONFECTIONERY & BEVERAGES	MILKYBAR RS.10	PKT																					
CONFECTIONERY & BEVERAGES	MINERAL WATER 1 LTR RS 20	BTL																					
CONFECTIONERY & BEVERAGES	MINERAL WATER 500ML	BTL																					
CONFECTIONERY & BEVERAGES	MUNCH NUT RS 10	PKT																					
CONFECTIONERY & BEVERAGES	MUNCH NUTS MRP 20	NOS																					
CONFECTIONERY & BEVERAGES	MUNCH RS 5	PKT																					
PROVISION	MUSHROOM	TIN																					
PROVISION	MUSTARD	KG																					
PROVISION	MUSTARD PASTE	BTL																					
FEED PRODUCTS	NEPRO HP	BTL																					
FEED PRODUCTS	NEPRO LP	TIN																					
PROVISION	OATS	KG																					
PROVISION	OIL COCONUT LTR	LTR																					
PROVISION	OIL PALMOLINE	PKT																					
PROVISION	OIL SUNFLOWER	PKT																					
CONFECTIONERY & BEVERAGES	OREO RS 35	NOS																					
DISPOSABLE ITEMS	PACKING CONTAINER 100 ML	NOS																					
DISPOSABLE ITEMS	PAPER COVER BROWN 14X8	NOS																					
DISPOSABLE ITEMS	PAPER CUP 150ML	NOS																					
DISPOSABLE ITEMS	PAPER CUP 150ML BIO	NOS																					
DISPOSABLE ITEMS	PAPER CUP 150ML LID	NOS																					
DISPOSABLE ITEMS	PAPER CUP 210 ML	NOS																					
DISPOSABLE ITEMS	PAPER CUP 210 ML PRINTED	NOS																					
DISPOSABLE ITEMS	PAPER CUP TRIPPLE LAYER	NOS																					
DISPOSABLE ITEMS	PAPER NAPKIN	PKT																					
DISPOSABLE ITEMS	PAPER NAPKIN PRINTED	PKT																					
DISPOSABLE ITEMS	PAPER PLATE 8INCH	PKT																					
DISPOSABLE ITEMS	PAPER PLATE SQUARE	NOS																					
DISPOSABLE ITEMS	PAPER ROLL	NOS																					
DISPOSABLE ITEMS	PAPER STRAW	PKT																					
DISPOSABLE ITEMS	PAPER TABLE MATE PRINTED	NOS																					
CONFECTIONERY & BEVERAGES	PARLE HAPPY HAPPY RS 10	PKT																					
CONFECTIONERY & BEVERAGES	PARLE KRACK JACK RS 40	PKT																					
PROVISION	PASSION FRUIT SQASH 1LTR	NOS																					
PROVISION	PATHIMUKHAM	PKT																					
FEED PRODUCTS	PENTASURE 2.0	TIN																					
PROVISION	PEPPER POWDER WHITE	PKT																					
PROVISION	PEPPER SACHETS	PKT																					
PROVISION	PEPPER WHOLE BLACK	KG																					
FEED PRODUCTS	PEPTAMEN	BTL																					
PROVISION	PICKLE MANGO 5 KG	NOS																					
PROVISION	PICKLE POWDER	KG																					
PROVISION	PILLS AMERICAN BROWNY	KG																					
PROVISION	PILLS CELEBRATIONS CHOCOLATE	KG																					
PROVISION	PILLS MOIST VANILA	KG																					
PROVISION	PINAPPLE CRUSH	BTL																					
PROVISION	PINAPPLE GLAZE	TIN																					
DISPOSABLE ITEMS	PIPING BAG	NOS																					
DISPOSABLE ITEMS	PLASTIC 750ML CONTAINER (4CP)	NOS																					
DISPOSABLE ITEMS	PLASTIC GLASS 300ML	NOS																					
DISPOSABLE ITEMS	PLASTIC GLOVES	NOS																					
DISPOSABLE ITEMS	PLASTIC SOUP BOWL 150ML	NOS																					
CONFECTIONERY & BEVERAGES	POTATO BISCUT MRP 25	NOS																					
PROVISION	PREMIUM COFFEE BREW SIDAPUR 200 GMS	PKT																					
PROVISION	PREMIUM TEA SIDAPUR 200 GMS	PKT																					
PROVISION	PREMIX BRU COFFEE 1KG	PKT																					
PROVISION	PREMIX DIET COFFEE POWDER 1KG	PKT																					
PROVISION	PREMIX RED LABEL TEA 1KG	PKT																					
FEED PRODUCTS	RAGI POWDER	TIN																					
PROVISION	RASAM POWDER	KG																					
PROVISION	RAVA	KG																					
PROVISION	RED VELVET 5 KG	PKT																					
FEED PRODUCTS	RESOURCE DIALYSIS	BTL																					
FEED PRODUCTS	RESOURCE FIBRE CHOICE SACHET	NOS																					
PROVISION	RICE  JAYA	KG																					
PROVISION	RICE BASMATHI KOHINOOR	KG																					
PROVISION	RICE BROKEN	KG																					
PROVISION	RICE KAIMA	KG																					
PROVISION	RICE KUTHARI	KG																					
PROVISION	RICE POWDER	KG																					
PROVISION	RICE RAW	KG																					
PROVISION	ROASTEA CARDAMOM TEA GOT	PKT																					
PROVISION	ROASTIX COFFE POWDER GOT	PKT																					
PROVISION	ROSE MARY	TIN																					
PROVISION	SALT POWDER	PKT																					
PROVISION	SALT SACHET	PKT																					
PROVISION	SAMBAR POWDER	KG																					
PROVISION	SAUCE 8TO8	BTL																					
PROVISION	SAUCE BBQ	BTL																					
PROVISION	SAUCE GREEN CHILLY	KG																					
PROVISION	SAUCE OYSTER	BTL																					
PROVISION	SAUCE SOYA	BTL																					
PROVISION	SAUCE STEAK	TIN																					
PROVISION	SAUCE TABASCO	BTL																					
PROVISION	SAUCE TOMATO	KG																					
PROVISION	SAUCE WC	NOS																					
PROVISION	SEMIYA	PKT																					
DISPOSABLE ITEMS	SILVER POUCH COVER 10X12	PKT																					
DISPOSABLE ITEMS	SILVER POUCH COVER 5X7	PKT																					
DISPOSABLE ITEMS	SIP LOCK COVER 4*6	PKT																					
CONFECTIONERY & BEVERAGES	SNICKERS @10	NOS																					
CONFECTIONERY & BEVERAGES	SNICKERS RS 20	PKT																					
CONFECTIONERY & BEVERAGES	SNICKERS RS 25	NOS																					
CONFECTIONERY & BEVERAGES	SNICKERS RS 30	NOS																					
CONFECTIONERY & BEVERAGES	SNICKERS RS 35	NOS																					
CONFECTIONERY & BEVERAGES	SNICKERS RS 50	PKT																					
PROVISION	SODA POWDER	KG																					
CHEMICALS	SODIUM HYPOCHLORITE 50 LTR CAN	LTR																					
DISPOSABLE ITEMS	SPRING CAP DISPOSABLE	PKT																					
PROVISION	SSM 15KG	BOX																					
PROVISION	STAR ANISE	KG																					
DISPOSABLE ITEMS	STIRROR STICK WOODEN	PKT																					
PROVISION	STRAWBERRY CAKE MIX	KG																					
PROVISION	SUGAR	KG																					
PROVISION	SUGAR BALL	PKT																					
PROVISION	SUGAR SACHET	PKT																					
CHEMICALS	SUMA TAB 10X100 GM	NOS																					
CONFECTIONERY & BEVERAGES	SUNFEAST BOUNCE BISCUIT RS 10	NOS																					
CONFECTIONERY & BEVERAGES	SUNFEAST BOURBON RS 40	PKT																					
CONFECTIONERY & BEVERAGES	SUNFEAST BOURBON RS10	PKT																					
CONFECTIONERY & BEVERAGES	SUNFEAST BOURBON RS25	PKT																					
CONFECTIONERY & BEVERAGES	SUNFEAST VEDA MARI LIGHT RS 40	NOS																					
PROVISION	TAMARIND	KG																					
PROVISION	TEA BAG AVT	PKT																					
PROVISION	TEA POWDER	KG																					
PROVISION	TOMATO KETCHUP SACHET	PKT																					
PROVISION	TUITY FRUITY GREEN	KG																					
PROVISION	TUITY FRUITY RED	KG																					
PROVISION	TURMERIC POWDER	KG																					
CONFECTIONERY & BEVERAGES	TWIX RS 30	PKT																					
CONFECTIONERY & BEVERAGES	TWIX RS 70	NOS																					
CONFECTIONERY & BEVERAGES	UNIBIC BISCUITS @10	NOS																					
PROVISION	VADA PARIPPU	KG																					
CHEMICALS	VETO - GLASS CLEANER-PINTURA5 KG	CAN																					
FEED PRODUCTS	VIDAVANCE VANILLA 1000 GM	NOS																					
PROVISION	VINEGAR	BTL																					
PROVISION	WHEAT BROKEN	KG																					
PROVISION	YEAST	KG																					
